1,245650
,
2,122420
,
4,112010
,
8,100900
,
16,119830
,
32,126260
,
64,151380
,
128,221840
,
256,418160
,
512,655350
,
1024,1333180
,
2048,2415540
,
4096,3988240
,
8192,5030550
,
16384,9181040
