1,121360
,
2,118180
,
4,112740
,
8,115610
,
16,126060
,
32,290750
,
64,265190
,
128,271350
,
256,504530
,
512,785740
,
1024,1361960
,
2048,2425130
,
4096,4097800
,
8192,5171260
,
16384,10370410
