1,120660
,
2,138520
,
4,122230
,
8,143720
,
16,116720
,
32,134770
,
64,115400
,
128,171960
,
256,192080
,
512,443010
,
1024,569600
,
2048,1412640
,
4096,2414000
,
8192,3924570
,
16384,9732900
