1,228120
,
2,140000
,
4,134420
,
8,121940
,
16,102420
,
32,140580
,
64,161990
,
128,264800
,
256,340220
,
512,949990
,
1024,1490530
,
2048,2118580
,
4096,2478870
,
8192,4021390
,
16384,6904600
