1,119670
,
2,139950
,
4,140020
,
8,140980
,
16,112640
,
32,152520
,
64,160070
,
128,249030
,
256,264090
,
512,532890
,
1024,812560
,
2048,1898290
,
4096,2025970
,
8192,3902100
,
16384,7933350
