1,119790
,
2,139500
,
4,119240
,
8,137990
,
16,125400
,
32,148270
,
64,130620
,
128,163220
,
256,263560
,
512,475580
,
1024,618590
,
2048,1092410
,
4096,2491800
,
8192,4737190
,
16384,15229210
