1,121240
,
2,143910
,
4,110230
,
8,135030
,
16,97990
,
32,136180
,
64,148460
,
128,187780
,
256,583220
,
512,764600
,
1024,968480
,
2048,1467910
,
4096,1706630
,
8192,2497680
,
16384,3299910
