64, 0.135328
128, 0.076384
256, 0.041049
512, 0.023953
64, 0.107083
128, 0.070043
256, 0.039638
512, 0.022691
1024, 0.013621
2048, 0.007208
4096, 0.003823
8192, 0.002410
16384, 0.001041
32768, 0.001140
65536, 0.001618
