1,440,
2,510,
4,700,
8,1040,
16,2320,
32,4190,
64,9370,
128,41740,
256,114510,
512,189070,
1,350,
2,460,
4,610,
8,1130,
16,1860,
32,4380,
64,9300,
128,28060,
1,370,
2,310,
4,670,
8,1220,
16,2110,
32,4090,
64,9530,
128,22060,
1,320,
2,410,
4,620,
8,1080,
16,2030,
32,4280,
64,9240,
128,35870,
1,350,
2,440,
4,400,
8,1140,
16,2070,
32,4060,
64,8980,
128,32340,
1,370,
2,440,
4,690,
8,1120,
16,2060,
32,4130,
64,9190,
128,21720,
256,71300,
512,157790,
1024,376260,
2048,724260,
4096,1545320,
8192,3206920,
16384,7261350,
