1,113770
,
2,118480
,
4,119740
,
8,125280
,
16,141740
,
32,146720
,
64,149600
,
128,192660
,
256,394880
,
512,644570
,
1024,970720
,
2048,1785510
,
4096,3631650
,
8192,4986570
,
16384,9165020
