1,80,
2,110,
4,200,
8,530,
16,1880,
32,3260,
64,7850,
128,20180,
256,51550,
512,143210,
1,50,
2,110,
4,210,
8,510,
16,1300,
32,3130,
64,7980,
128,20970,
1,40,
2,130,
4,260,
8,510,
16,1260,
32,3240,
64,8400,
128,20280,
1,70,
2,110,
4,300,
8,510,
16,1250,
32,3240,
64,8040,
128,18630,
1,50,
2,120,
4,200,
8,630,
16,1280,
32,3120,
64,7580,
128,20020,
1,60,
2,120,
4,240,
8,490,
16,1230,
32,3120,
64,7980,
128,20440,
256,46390,
512,117640,
1024,307700,
2048,830060,
4096,2018310,
8192,5598330,
16384,15920890,
