1,50,
2,110,
4,210,
8,460,
16,1180,
32,2640,
64,5330,
128,15240,
256,25080,
512,57110,
1,60,
2,100,
4,210,
8,470,
16,1140,
32,2330,
64,5980,
128,12970,
1,70,
2,90,
4,230,
8,510,
16,1100,
32,2290,
64,5950,
128,12160,
1,80,
2,120,
4,200,
8,480,
16,1270,
32,2130,
64,5360,
128,11670,
1,70,
2,130,
4,190,
8,470,
16,1060,
32,2350,
64,5110,
128,11910,
1,60,
2,110,
4,200,
8,500,
16,1200,
32,2330,
64,5550,
128,11990,
256,25820,
512,53030,
1024,117890,
2048,255760,
4096,581770,
8192,1195260,
16384,2706310,
