1,510,
2,600,
4,880,
8,1130,
16,2780,
32,6690,
64,15120,
128,40330,
256,116390,
512,333020,
1,440,
2,520,
4,810,
8,1210,
16,2610,
32,5740,
64,16300,
128,38750,
1,470,
2,540,
4,840,
8,1210,
16,2540,
32,7740,
64,14510,
128,36410,
1,480,
2,570,
4,830,
8,1150,
16,2580,
32,5390,
64,13570,
128,32720,
1,470,
2,510,
4,780,
8,1190,
16,2460,
32,14400,
64,17160,
128,32410,
1,400,
2,550,
4,740,
8,1270,
16,2550,
32,5300,
64,22750,
128,39260,
256,92810,
512,344150,
1024,639700,
2048,1320360,
4096,13719300,
8192,46466170,
16384,92145640,
