1,115920
,
2,142130
,
4,134570
,
8,138740
,
16,122450
,
32,152420
,
64,167540
,
128,207020
,
256,268490
,
512,437590
,
1024,753720
,
2048,1244200
,
4096,1858290
,
8192,3717530
,
16384,6972880
